cpu_percent,memory_percent,latency_ms,error_count,request_rate,active_pods,predicted_load,service,service_type,action
28,70,181,2,1141,7,55.38,emergency,critical,scale_up
43,63,374,1,171,4,78.14,pharmacy,non_critical,scale_up
33,34,214,8,721,7,49.54,lab_report,non_critical,scale_up
95,16,118,6,843,3,65.79,lab_report,non_critical,scale_up
97,5,49,3,849,10,56.6,patient_monitoring,critical,scale_up
25,44,364,1,599,7,63.3,lab_report,non_critical,scale_up
28,45,81,3,367,7,36.33,analytics,non_critical,stable
88,57,249,1,997,9,87.99,patient_monitoring,critical,scale_up
95,16,211,2,1290,1,53.87,analytics,non_critical,scale_up
40,64,270,7,934,9,68.07,analytics,non_critical,scale_up
74,71,386,2,278,10,97.46,lab_report,non_critical,scale_down
11,27,357,4,283,6,49.87,analytics,non_critical,scale_up
18,47,318,8,1462,9,57.82,pharmacy,non_critical,scale_up
47,63,42,10,276,7,47.15,lab_report,non_critical,scale_up
59,74,307,5,1347,6,85.09,analytics,non_critical,scale_up
69,37,122,6,282,7,58.36,pharmacy,non_critical,stable
90,73,90,6,261,9,76.42,analytics,non_critical,scale_down
81,50,97,10,164,9,65.53,patient_monitoring,critical,scale_up
54,57,284,9,590,6,73.68,emergency,critical,scale_up
7,16,24,3,1099,1,12.9,analytics,non_critical,stable
28,64,376,10,700,9,72.2,emergency,critical,scale_up
69,52,22,2,1117,10,54.53,patient_monitoring,critical,scale_up
41,17,169,9,1331,1,45.16,patient_monitoring,critical,scale_up
66,6,394,1,806,1,75.81,analytics,non_critical,scale_up
13,33,20,1,41,1,41.36,patient_monitoring,critical,scale_down
2,63,181,5,822,10,39.64,pharmacy,non_critical,scale_down
50,82,147,10,758,5,65.82,lab_report,non_critical,scale_up
97,67,276,10,1159,3,98.52,analytics,non_critical,scale_up
52,28,174,5,1188,10,54.18,pharmacy,non_critical,scale_down
85,66,277,1,1205,8,47.0,emergency,critical,scale_up
14,13,174,4,323,7,28.95,pharmacy,non_critical,stable
81,20,255,2,1391,10,74.78,lab_report,non_critical,scale_down
7,12,98,8,1149,5,19.2,lab_report,non_critical,scale_up
46,58,314,7,861,2,73.52,emergency,critical,scale_up
36,36,148,10,1204,5,46.01,pharmacy,non_critical,scale_up
75,86,366,9,1437,8,102.77,pharmacy,non_critical,scale_up
25,26,358,8,443,3,56.99,analytics,non_critical,scale_up
2,90,365,10,467,1,65.43,patient_monitoring,critical,scale_up
71,51,228,9,365,5,74.33,analytics,non_critical,scale_up
5,81,218,5,1373,3,51.35,patient_monitoring,critical,scale_up
12,75,26,7,30,2,90.1,pharmacy,non_critical,scale_up
74,92,314,1,693,3,97.39,analytics,non_critical,scale_up
84,44,133,8,1039,10,70.58,analytics,non_critical,scale_up
80,78,56,7,247,6,69.49,patient_monitoring,critical,scale_up
82,57,90,5,1193,1,69.49,emergency,critical,scale_up
80,53,229,1,1199,1,81.2,analytics,non_critical,stable
67,61,353,4,440,5,87.98,emergency,critical,scale_up
23,38,148,4,526,9,38.75,analytics,non_critical,scale_down
67,92,201,7,221,9,81.64,patient_monitoring,critical,scale_up
18,78,80,0,38,4,85.51,analytics,non_critical,scale_down
95,11,85,7,1144,10,61.59,pharmacy,non_critical,scale_up
56,66,59,1,122,3,53.94,patient_monitoring,critical,stable
17,40,364,9,320,6,57.54,pharmacy,non_critical,scale_up
98,26,394,7,825,5,97.85,lab_report,non_critical,scale_up
61,91,383,10,140,9,96.38,lab_report,non_critical,scale_up
13,76,25,7,36,7,58.26,emergency,critical,scale_up
55,19,232,3,520,8,57.44,emergency,critical,scale_up
36,85,285,4,740,3,73.48,emergency,critical,scale_up
47,45,263,2,1370,3,66.04,analytics,non_critical,stable
97,7,301,3,1264,2,83.23,patient_monitoring,critical,scale_up
52,93,205,5,979,9,76.36,lab_report,non_critical,scale_down
90,84,481,9,1440,1,105.39,analytics,non_critical,scale_up
2,86,63,4,16,7,91.01,pharmacy,non_critical,scale_down
31,21,179,2,310,1,40.32,patient_monitoring,critical,stable
9,26,118,0,639,2,25.38,lab_report,non_critical,stable
21,62,105,9,672,6,40.94,analytics,non_critical,scale_up
7,32,309,8,260,8,44.52,patient_monitoring,critical,scale_up
88,52,298,0,1398,8,92.2,lab_report,non_critical,scale_down
89,68,311,10,1259,5,57.72,patient_monitoring,critical,scale_up
15,88,56,2,31,3,47.49,patient_monitoring,critical,scale_down
41,22,302,0,164,5,57.63,pharmacy,non_critical,scale_up
89,57,262,5,1037,2,89.87,analytics,non_critical,scale_up
42,84,281,10,574,1,75.45,analytics,non_critical,scale_up
17,72,40,9,21,5,88.24,lab_report,non_critical,scale_up
18,83,282,1,81,8,62.26,patient_monitoring,critical,scale_up
28,94,388,10,514,3,82.03,lab_report,non_critical,scale_up
18,50,70,1,4,1,61.93,patient_monitoring,critical,scale_down
54,52,284,1,864,3,72.73,patient_monitoring,critical,scale_up
61,27,257,4,725,2,65.75,pharmacy,non_critical,stable
52,37,211,4,1439,9,61.08,lab_report,non_critical,scale_down
59,39,357,5,1068,5,79.04,lab_report,non_critical,scale_up
5,91,162,1,540,9,47.08,pharmacy,non_critical,scale_down
15,68,379,9,1351,1,68.5,patient_monitoring,critical,scale_up
89,32,394,1,690,1,94.88,emergency,critical,scale_up
19,31,37,4,1042,4,24.58,pharmacy,non_critical,stable
21,83,76,5,505,6,44.01,analytics,non_critical,stable
38,90,368,1,1292,8,85.38,emergency,critical,scale_up
5,85,65,7,22,10,77.7,lab_report,non_critical,scale_up
89,90,280,6,1776,6,83.77,pharmacy,non_critical,scale_up
16,12,52,6,3,9,39.98,pharmacy,non_critical,scale_down
97,94,395,7,692,3,117.58,lab_report,non_critical,scale_up
8,53,195,9,950,2,41.3,analytics,non_critical,scale_up
23,85,254,10,779,2,63.96,patient_monitoring,critical,scale_up
100,77,218,4,941,10,96.78,patient_monitoring,critical,scale_up
96,38,287,10,587,9,89.27,emergency,critical,scale_up
95,90,97,8,1048,1,86.3,analytics,non_critical,scale_up
4,18,116,9,264,3,19.53,pharmacy,non_critical,scale_up
88,34,52,5,86,4,59.57,emergency,critical,scale_up
5,49,45,3,26,10,78.73,pharmacy,non_critical,scale_down
19,88,145,2,871,7,52.14,analytics,non_critical,stable
82,64,206,3,1215,7,83.23,analytics,non_critical,stable
38,25,179,9,166,8,44.73,lab_report,non_critical,scale_up
27,22,150,1,870,6,36.84,analytics,non_critical,stable
9,18,193,10,1149,2,31.5,emergency,critical,scale_up
7,66,65,4,502,10,30.8,patient_monitoring,critical,stable
12,11,165,3,1128,9,28.06,patient_monitoring,critical,scale_up
3,69,79,8,44,2,88.52,pharmacy,non_critical,scale_up
42,31,77,2,973,3,39.95,pharmacy,non_critical,stable
3,85,190,5,117,8,46.23,analytics,non_critical,scale_down
91,84,353,0,1489,4,108.98,emergency,critical,scale_up
68,65,317,4,320,5,85.84,lab_report,non_critical,scale_up
13,78,70,6,282,9,37.46,patient_monitoring,critical,stable
89,73,68,8,843,6,74.89,patient_monitoring,critical,scale_up
9,5,45,5,15,1,45.24,patient_monitoring,critical,scale_down
77,69,342,1,633,6,94.67,pharmacy,non_critical,scale_up
62,47,299,8,456,8,75.91,lab_report,non_critical,scale_up
97,10,35,0,1398,5,57.8,analytics,non_critical,scale_up
54,11,166,0,31,6,46.96,patient_monitoring,critical,stable
4,55,43,8,34,6,93.98,lab_report,non_critical,scale_up
90,86,461,6,1642,8,78.1,emergency,critical,scale_up
21,91,76,2,44,4,45.49,patient_monitoring,critical,scale_down
42,80,367,0,827,1,83.35,emergency,critical,scale_up
91,69,149,6,847,9,82.79,pharmacy,non_critical,scale_down
87,84,36,6,1190,4,74.68,pharmacy,non_critical,scale_up
47,23,277,2,1393,10,60.89,analytics,non_critical,scale_down
87,48,419,10,1544,9,49.15,patient_monitoring,critical,scale_up
86,62,122,6,938,9,75.68,lab_report,non_critical,scale_down
66,47,90,5,148,10,56.4,patient_monitoring,critical,stable
74,90,257,7,696,9,91.09,emergency,critical,scale_up
85,92,55,2,1084,3,77.77,pharmacy,non_critical,stable
61,79,57,8,1439,5,62.78,emergency,critical,scale_up
57,83,91,5,509,10,63.52,emergency,critical,stable
95,40,89,5,1230,5,70.86,lab_report,non_critical,scale_up
83,59,54,8,552,10,65.7,lab_report,non_critical,scale_up
12,24,39,2,32,8,54.18,emergency,critical,scale_down
47,58,235,5,429,5,65.26,lab_report,non_critical,stable
36,29,51,0,1209,4,34.22,patient_monitoring,critical,scale_up
56,68,88,7,82,10,57.36,patient_monitoring,critical,scale_up
10,65,60,8,17,9,71.79,analytics,non_critical,scale_up
95,27,322,10,1238,10,66.75,analytics,non_critical,scale_up
89,54,219,7,901,4,84.4,analytics,non_critical,scale_up
8,24,76,4,23,6,69.54,emergency,critical,scale_down
40,58,92,7,1485,8,49.57,patient_monitoring,critical,scale_up
68,82,363,10,552,3,96.0,emergency,critical,scale_up
92,86,264,2,807,5,99.81,analytics,non_critical,scale_up
1,24,288,3,748,1,38.0,emergency,critical,scale_up
68,31,371,0,965,9,82.33,lab_report,non_critical,scale_down
97,72,167,0,1411,8,89.62,emergency,critical,scale_up
89,24,291,1,1036,5,52.44,analytics,non_critical,scale_up
81,14,190,6,1418,8,66.54,lab_report,non_critical,scale_down
39,36,251,7,1075,6,57.55,patient_monitoring,critical,scale_up
37,71,130,5,678,7,54.16,analytics,non_critical,stable
89,44,87,5,481,10,67.36,lab_report,non_critical,scale_down
38,49,359,9,524,5,70.65,lab_report,non_critical,scale_up
83,49,253,4,436,4,82.37,analytics,non_critical,stable
14,56,296,1,426,8,54.25,lab_report,non_critical,scale_down
67,72,152,9,1201,4,72.7,analytics,non_critical,scale_up
58,26,144,1,907,10,53.01,lab_report,non_critical,scale_down
26,64,161,6,581,1,49.46,patient_monitoring,critical,stable
91,82,197,10,1059,9,91.92,emergency,critical,scale_up
28,74,211,4,1098,8,59.5,pharmacy,non_critical,scale_down
2,83,162,2,11,7,42.12,patient_monitoring,critical,scale_down
93,30,482,0,1795,9,76.04,pharmacy,non_critical,scale_down
43,48,153,10,837,8,52.87,analytics,non_critical,scale_up
18,66,21,8,44,4,67.43,pharmacy,non_critical,scale_up
52,13,98,7,135,3,39.97,lab_report,non_critical,scale_up
74,71,268,5,1120,10,87.34,analytics,non_critical,scale_down
50,7,20,5,626,8,30.35,patient_monitoring,critical,stable
34,67,210,0,1242,5,60.58,emergency,critical,scale_up
27,8,177,5,368,10,34.34,lab_report,non_critical,scale_down
50,70,400,7,1470,7,88.94,analytics,non_critical,scale_up
61,74,140,8,758,1,68.22,lab_report,non_critical,scale_up
63,51,306,9,709,7,78.82,analytics,non_critical,scale_up
10,43,66,0,9,3,44.62,analytics,non_critical,scale_down
66,37,49,3,570,2,50.14,patient_monitoring,critical,stable
97,15,420,0,1961,2,43.69,patient_monitoring,critical,scale_up
37,74,300,7,1311,9,73.32,lab_report,non_critical,scale_up
78,38,259,4,591,8,77.48,analytics,non_critical,scale_down
57,28,302,1,1027,8,69.15,pharmacy,non_critical,scale_down
17,65,299,2,1336,7,60.57,analytics,non_critical,stable
95,72,82,6,1347,4,79.99,analytics,non_critical,scale_up
19,50,77,2,130,7,32.46,emergency,critical,scale_down
98,55,499,0,1594,2,94.76,patient_monitoring,critical,scale_up
37,87,38,5,224,7,48.85,analytics,non_critical,stable
72,63,281,8,702,3,84.4,emergency,critical,scale_up
98,28,190,0,971,5,78.34,emergency,critical,scale_up
80,65,35,7,847,1,64.69,pharmacy,non_critical,scale_up
98,5,21,7,1183,7,54.97,patient_monitoring,critical,scale_up
82,93,288,3,148,5,98.0,emergency,critical,scale_up
31,56,380,6,1361,9,73.02,pharmacy,non_critical,scale_down
32,55,223,10,418,3,55.64,pharmacy,non_critical,scale_up
20,92,115,9,38,6,49.18,analytics,non_critical,scale_up
35,68,346,7,1102,8,74.7,patient_monitoring,critical,scale_up
98,28,345,6,280,6,92.46,pharmacy,non_critical,scale_up
5,69,150,3,682,10,39.56,emergency,critical,stable
6,11,211,4,260,8,27.92,pharmacy,non_critical,scale_down
15,58,62,3,47,10,69.56,pharmacy,non_critical,scale_down
19,93,211,5,761,8,60.02,patient_monitoring,critical,scale_up
36,6,279,7,670,4,49.04,emergency,critical,scale_up
68,41,68,2,583,1,54.27,analytics,non_critical,stable
39,64,72,10,955,3,47.81,pharmacy,non_critical,scale_up
95,65,98,0,398,9,77.6,emergency,critical,scale_up
52,75,173,6,414,5,66.63,analytics,non_critical,stable
66,51,366,9,1320,2,87.54,emergency,critical,scale_up
98,82,162,8,882,8,91.56,patient_monitoring,critical,scale_up
73,62,284,5,1112,8,85.72,analytics,non_critical,scale_down
67,91,224,3,1353,10,85.91,analytics,non_critical,scale_down
47,73,57,6,1350,8,53.8,analytics,non_critical,scale_down
53,68,219,9,263,2,69.33,analytics,non_critical,scale_up
71,50,127,4,1388,1,65.98,lab_report,non_critical,stable
7,79,135,5,253,9,41.21,analytics,non_critical,scale_down
62,68,209,8,1413,8,75.13,emergency,critical,scale_up
75,94,105,7,888,9,77.98,patient_monitoring,critical,scale_up
14,68,173,9,1096,8,46.89,pharmacy,non_critical,scale_up
27,87,281,8,879,8,69.46,patient_monitoring,critical,scale_up
94,22,315,7,1350,7,87.8,pharmacy,non_critical,scale_up
18,80,343,0,481,7,68.26,emergency,critical,scale_up
88,64,166,10,661,5,81.12,analytics,non_critical,scale_up
53,9,175,4,1332,1,49.36,patient_monitoring,critical,scale_up
31,77,82,7,314,5,47.43,analytics,non_critical,scale_up
28,60,275,9,1436,5,62.37,analytics,non_critical,scale_up
33,29,216,10,1120,8,49.04,patient_monitoring,critical,scale_up
95,45,246,10,25,7,85.65,analytics,non_critical,scale_up
29,76,124,5,1145,7,51.99,emergency,critical,scale_up
3,83,299,8,713,2,57.73,pharmacy,non_critical,scale_up
41,22,214,2,14,7,48.53,lab_report,non_critical,stable
15,60,272,6,690,3,54.08,analytics,non_critical,stable
97,29,326,3,801,6,91.4,patient_monitoring,critical,scale_up
18,32,51,4,35,9,96.46,pharmacy,non_critical,scale_down
98,49,218,3,1944,5,61.86,patient_monitoring,critical,scale_up
34,38,173,7,608,7,46.92,patient_monitoring,critical,scale_up
55,46,148,3,921,5,57.94,lab_report,non_critical,stable
43,56,294,5,627,2,68.95,pharmacy,non_critical,stable
7,36,397,8,479,7,54.96,lab_report,non_critical,scale_up
26,21,141,1,656,2,34.71,emergency,critical,stable
1,28,177,3,1382,5,29.36,lab_report,non_critical,stable
92,65,473,10,1300,8,76.59,analytics,non_critical,scale_up
35,92,114,8,1094,6,58.69,emergency,critical,scale_up
55,77,179,5,125,3,68.75,patient_monitoring,critical,stable
2,78,109,2,256,6,35.81,patient_monitoring,critical,stable
34,40,317,2,1178,4,63.06,analytics,non_critical,scale_up
24,81,85,7,1055,2,46.91,patient_monitoring,critical,scale_up
9,10,60,0,729,10,14.96,emergency,critical,stable
21,53,36,5,268,4,30.54,emergency,critical,stable
56,51,326,3,224,4,76.35,pharmacy,non_critical,scale_up
29,49,166,7,1435,5,48.67,lab_report,non_critical,scale_up
60,51,112,5,255,1,57.01,lab_report,non_critical,stable
38,60,375,1,1346,5,77.19,patient_monitoring,critical,scale_up
88,85,379,2,1675,9,47.95,emergency,critical,scale_up
93,73,24,0,1274,6,73.35,lab_report,non_critical,scale_up
17,9,309,2,12,2,42.12,emergency,critical,scale_up
76,19,220,7,1373,3,68.45,analytics,non_critical,scale_up
22,94,330,7,277,4,72.75,lab_report,non_critical,scale_up
62,11,172,0,188,2,51.88,patient_monitoring,critical,stable
43,29,365,4,398,2,67.5,patient_monitoring,critical,scale_up
74,92,319,6,1407,5,99.31,emergency,critical,scale_up
89,88,489,1,1586,5,72.4,emergency,critical,scale_up
75,59,242,10,472,4,80.34,analytics,non_critical,scale_up
55,51,92,8,370,9,52.74,analytics,non_critical,scale_up
98,87,453,3,1228,10,80.2,lab_report,non_critical,scale_down
49,21,199,9,585,4,51.87,lab_report,non_critical,scale_up
98,5,177,10,450,3,69.1,patient_monitoring,critical,scale_up
3,75,230,5,1019,1,49.04,lab_report,non_critical,stable
33,45,190,3,966,3,50.93,patient_monitoring,critical,scale_up
26,58,156,10,818,6,47.64,patient_monitoring,critical,scale_up
96,64,105,10,83,6,77.87,lab_report,non_critical,scale_up
41,6,297,1,1239,9,54.48,analytics,non_critical,scale_down
57,85,323,3,345,5,86.99,pharmacy,non_critical,scale_up
56,66,400,7,82,6,87.96,emergency,critical,scale_up
55,17,81,2,1142,6,42.98,analytics,non_critical,stable
72,61,380,4,687,6,93.67,patient_monitoring,critical,scale_up
91,67,236,7,1245,10,91.69,lab_report,non_critical,scale_up
21,92,70,2,86,3,45.27,lab_report,non_critical,stable
3,23,217,3,346,2,30.79,analytics,non_critical,stable
99,15,270,10,1101,8,51.75,emergency,critical,scale_up
40,75,234,9,1229,2,68.36,analytics,non_critical,scale_up
50,26,127,1,396,4,46.29,analytics,non_critical,stable
20,40,166,5,1344,7,41.29,pharmacy,non_critical,stable
41,39,355,9,528,6,68.76,analytics,non_critical,scale_up
38,30,57,10,915,9,35.53,emergency,critical,scale_up
43,67,70,2,1006,10,50.61,lab_report,non_critical,scale_down
10,57,171,1,560,1,40.32,pharmacy,non_critical,stable
96,25,469,4,1551,6,51.38,emergency,critical,scale_up
25,72,282,4,1202,3,64.7,pharmacy,non_critical,stable
53,39,145,5,1499,7,55.7,patient_monitoring,critical,scale_up
100,69,87,8,936,5,81.27,emergency,critical,scale_up
18,15,71,1,47,6,56.53,pharmacy,non_critical,scale_down
4,69,24,10,47,1,77.33,emergency,critical,scale_up
94,55,385,8,1497,2,72.24,lab_report,non_critical,scale_up
4,34,320,10,106,9,44.41,lab_report,non_critical,scale_up
77,47,163,10,346,6,69.59,pharmacy,non_critical,scale_up
18,10,75,10,7,3,76.93,emergency,critical,scale_up
16,8,62,9,15,3,65.57,lab_report,non_critical,scale_up
11,36,378,2,883,7,55.87,patient_monitoring,critical,scale_up
17,82,77,2,1261,4,43.32,analytics,non_critical,stable
59,50,239,3,182,10,68.76,patient_monitoring,critical,scale_up
22,75,22,6,1201,1,38.1,lab_report,non_critical,stable
14,84,34,10,50,1,70.28,lab_report,non_critical,scale_up
10,44,68,9,9,10,63.27,patient_monitoring,critical,scale_up
7,79,381,4,1159,2,67.62,lab_report,non_critical,scale_up
99,78,315,8,1455,10,107.31,lab_report,non_critical,scale_up
28,95,79,1,363,8,51.13,pharmacy,non_critical,scale_down
8,62,58,8,15,7,77.01,lab_report,non_critical,scale_up
47,23,264,0,1440,4,59.68,patient_monitoring,critical,scale_up
28,81,32,8,743,2,42.99,lab_report,non_critical,scale_up
19,73,36,3,8,1,57.18,emergency,critical,scale_down
63,35,181,10,685,10,61.47,lab_report,non_critical,scale_up
62,69,78,3,951,9,61.4,emergency,critical,scale_up
16,51,228,6,1111,9,48.32,emergency,critical,scale_up
23,88,39,8,1114,9,44.03,analytics,non_critical,scale_up
97,56,290,3,1528,7,65.77,emergency,critical,scale_up
93,40,307,10,1814,1,87.77,patient_monitoring,critical,scale_up
53,31,235,4,817,1,60.93,emergency,critical,scale_up
15,14,331,4,1083,4,46.97,patient_monitoring,critical,scale_up
9,34,357,1,249,9,50.9,emergency,critical,scale_up
7,23,92,5,836,4,21.27,pharmacy,non_critical,stable
36,35,74,5,366,5,36.63,emergency,critical,stable
26,24,128,0,1384,5,35.77,emergency,critical,scale_up
69,59,395,3,1311,3,94.32,patient_monitoring,critical,scale_up
95,68,419,1,1775,3,68.06,patient_monitoring,critical,scale_up
90,71,217,6,1223,3,91.72,pharmacy,non_critical,scale_up
19,45,246,3,1123,4,49.85,lab_report,non_critical,stable
77,21,77,8,833,4,54.17,lab_report,non_critical,scale_up
75,29,158,2,554,7,63.11,lab_report,non_critical,stable
6,31,77,10,226,8,20.45,emergency,critical,scale_up
83,61,51,6,1094,4,67.09,lab_report,non_critical,stable
41,31,54,9,1106,4,37.41,patient_monitoring,critical,scale_up
49,90,385,5,1139,1,92.28,lab_report,non_critical,scale_up
88,33,500,5,1291,9,77.03,analytics,non_critical,scale_down
52,93,73,10,1029,1,63.26,pharmacy,non_critical,scale_up
19,22,85,8,812,2,26.22,patient_monitoring,critical,scale_up
94,77,221,6,983,2,94.17,pharmacy,non_critical,scale_up
73,50,354,3,106,1,87.11,lab_report,non_critical,scale_up
39,51,58,5,926,7,42.45,analytics,non_critical,stable
7,24,93,5,1369,4,22.74,emergency,critical,scale_up
89,94,365,9,1234,1,111.67,analytics,non_critical,scale_up
70,62,292,3,1402,7,85.6,lab_report,non_critical,stable
36,24,45,1,38,1,29.78,analytics,non_critical,stable
33,21,157,4,1480,7,41.46,pharmacy,non_critical,stable
23,36,278,2,532,3,51.16,lab_report,non_critical,stable
70,59,27,0,357,7,56.11,emergency,critical,stable
35,49,174,6,1018,7,51.64,pharmacy,non_critical,stable
20,41,352,2,168,2,57.84,patient_monitoring,critical,scale_up
22,81,114,8,393,6,47.49,pharmacy,non_critical,scale_up
85,88,79,3,861,10,78.52,pharmacy,non_critical,scale_down
87,56,267,8,1874,7,91.43,analytics,non_critical,scale_up
